cons	name	RA	Dec	vis. meg	abs. meg	Dist.(ly)	Sp. class
4	80 G. Aqr	21 35 17.63	-03 58 59.9	5.79	0.13	441	G9III:
4	51 Aqr	22 24 06.87	-04 50 13.2	5.79	0.22	424	A0V
4	35 Aqr	22 08 58.99	-18 31 10.5	5.8	-5.79	6792	B2III
4	HD 211392	22 16 52.60	-09 02 24.1	5.8	0.64	351	K3III:
4	74 Aqr	22 53 28.69	-11 36 59.5	5.8	-0.72	657	B8IV/V
4	15 Aqr	21 18 11.07	-04 31 10.2	5.83	-1.56	979	B5V
4	271 G. Aqr	23 52 30.05	-14 15 04.3	5.85	1.13	286	K2III
4	11 G. Aqr	20 50 41.70	-12 32 41.0	5.87	1.45	250	K1III
4	16 Aqr	21 21 04.33	-04 33 36.5	5.87	0.8	336	G7III:
4	60 Aqr	22 34 02.89	-01 34 27.0	5.88	0.21	444	G6III
4	12 Aqr A	21 04 04.74	-05 49 23.08	5.89	9999	541	G4III
4	255 G. Aqr	23 41 08.87	-11 40 50.4	5.89	0.56	379	K0III
4	138 G. Aqr	22 23 32.15	-07 11 40.0	5.92	0.18	459	G6V
4	268 G. Aqr	23 50 14.65	-09 58 27.6	5.93	1.06	307	K0IV
4	202 G. Aqr	23 01 31.70	-04 42 41.3	5.94	-3.61	2650	K0
4	DV Aqr	20 58 41.87	-14 28 59.1	5.95	1.31	276	A9V
4	246 G. Aqr	23 34 49.33	-15 14 44.9	5.95	0.79	351	K4III
4	45 Aqr	22 19 00.70	-13 18 17.9	5.96	0.78	354	K0III
4	225 G. Aqr	23 19 24.11	-18 04 31.4	5.96	-1.71	1116	K2/K3III
4	162 G. Aqr	22 35 36.36	-23 59 27.9	5.97	0.89	337	K1III
4	205 G. Aqr	23 02 44.29	-20 52 13.4	5.97	1.54	251	K0III
4	HD 210434	22 10 33.70	-04 16 00.7	5.98	1.3	282	K0III-IV
4	4 Aqr	20 51 25.69	-05 37 35.9	5.99	2.14	192	F5IV-V
4	17 Aqr	21 22 56.27	-09 19 09.4	5.99	-0.73	720	M0III
4	39 Aqr	22 12 25.74	-14 11 37.8	6.04	2.85	142	F0V
4	HD 199442	20 57 10.57	00 27 50.2	6.06	1.11	318	K2III
4	HD 223311	23 48 32.48	-06 22 49.4	6.09	-0.64	723	K4III
4	119 G. Aqr	22 11 02.30	-21 13 57.7	6.1	2.33	185	F6/F7V
4	74 G. Aqr	21 26 27.99	01 06 13.5	6.12	2.72	156	F5V
4	198 G. Aqr	22 59 35.68	-13 04 15.2	6.12	-0.4	656	K3/K4III
4	HD 219279	23 14 40.18	-10 41 19.1	6.13	-0.91	836	K5III
4	HD 213429	22 31 18.22	-06 33 17.6	6.15	4.12	83	F7V
4	155 G. Aqr	22 31 18.42	-02 54 40.3	6.15	0.34	473	K0
4	HD 218061	23 05 12.88	-17 04 44.9	6.15	0.01	552	K4III
4	128 G. Aqr	22 16 33.67	-01 35 46.9	6.16	1.63	262	A5Vn
4	89 G. Aqr	21 47 38.20	-05 55 00.6	6.17	1.7	256	A7V
4	126 G. Aqr	22 16 59.79	-23 08 24.4	6.17	0.16	519	K0III
4	HD 220035	23 20 40.95	-05 54 28.2	6.17	0.72	400	K0III
4	82 Aqr	23 02 32.56	-06 34 26.1	6.18	-1.72	1240	M2III
4	234 G. Aqr	23 24 07.76	-18 41 17.2	6.18	0.92	367	K0III
4	70 Aqr	22 48 30.19	-10 33 19.8	6.19	0.87	377	A9III-IV
4	78 Aqr	22 54 34.13	-07 12 16.3	6.2	-0.16	609	K3III
4	238 G. Aqr	23 29 00.69	-09 15 57.7	6.2	-2.95	2203	K0
4	11 Aqr	21 00 33.81	-04 43 47.7	6.21	4.1	86	G1V
4	266 G. Aqr	23 49 31.58	-15 51 40.3	6.21	0.64	424	K1/K2III
4	HD 205765	21 37 33.77	-00 23 25.8	6.22	0.78	399	A2V
4	2 G. Aqr	20 39 13.25	-02 24 46.7	6.23	-1.65	1230	B7IIIn
4	HD 214448	22 38 22.10	-07 53 51.2	6.23	0.49	459	G1IV-V
4	81 Aqr	23 01 23.65	-07 03 40.1	6.23	0.69	418	K5III
4	274 G. Aqr	23 53 20.81	-24 13 45.2	6.23	1.41	300	A5V
4	9999	20 49 17.25	-00 33 47.8	6.24	-1.06	942	M3
4	HD 200375	21 03 03.09	01 31 55.9	6.24	2.14	215	F5V
4	HD 208177	21 54 35.90	-03 18 04.3	6.24	2.02	227	F5IV
4	98 G. Aqr	21 58 54.99	-04 22 21.0	6.24	3.46	117	K2V
4	100 Aqr	23 31 42.04	-21 22 10.0	6.24	1.72	261	F0V
4	HD 221148	23 29 31.98	-04 31 55.9	6.26	2.81	159	K3IIIvar
4	49 G. Aqr	21 10 46.87	-09 21 14.2	6.27	1.14	346	K0III
4	200 G. Aqr	23 01 23.03	-22 47 27.0	6.27	1.26	327	A2V
4	7 G. Aqr	20 47 03.57	-02 29 12.7	6.28	-0.63	787	K2
4	100 G. Aqr	22 02 11.78	-17 54 12.0	6.28	1.64	277	K0III
4	115 G. Aqr	22 10 21.10	-03 53 38.3	6.28	1.05	362	A1Vnn
4	LP Aqr	22 42 05.99	-05 06 06.6	6.28	-1.78	1336	M0
4	144 G. Aqr	22 26 10.70	-23 40 56.8	6.29	0.38	495	A0V
4	197 G. Aqr	22 57 17.21	-04 48 36.3	6.31	0.8	413	G9III
4	HD 214810	22 40 47.96	-03 33 14.9	6.32	3.7	109	F6V
4	96 G. Aqr	21 58 13.28	-05 25 28.8	6.33	2.6	181	F5IV
4	HD 219659	23 17 40.06	-11 42 46.6	6.33	0.94	389	A1/A2IV/V
4	38 G. Aqr	21 04 45.32	02 16 11.8	6.34	0.96	388	G5
4	53 Aqr A	22 26 34.40	-16 44 33.0	6.35	9999	9999	9999
4	113 G. Aqr	22 09 28.94	-23 39 32.8	6.36	0.37	514	G8III
4	56 Aqr	22 30 17.33	-14 35 08.3	6.36	-0.08	633	B8II
4	196 G. Aqr	22 55 30.57	-20 08 21.7	6.36	-0.28	695	K4/K5III
4	R Aqr	23 43 49.50	-15 17 04.0	6.36	9999	643	M7IIIpev
4	189 G. Aqr	22 54 05.60	-19 10 30.5	6.37	0.53	481	K5III
4	237 G. Aqr	23 28 05.14	-11 26 58.9	6.37	1.1	369	G6/G8III
4	15 G. Aqr	20 53 05.57	-11 34 25.5	6.38	3.11	147	G1V
4	HD 202259	21 14 37.03	00 05 32.2	6.38	-0.23	685	M1III
4	20 Aqr	21 24 51.68	-03 23 53.6	6.38	2.12	232	F0III
4	251 G. Aqr	23 38 02.98	-15 05 41.4	6.38	1.3	338	K0III
4	29 Aqr	22 02 26.25	-16 57 53.4	6.39	0.59	471	A0/1V + K1/2
4	121 G. Aqr	22 12 43.89	-04 43 14.1	6.39	1.53	305	F7V
4	HD 211575	22 18 04.30	-00 14 15.1	6.39	3.3	135	F3V
4	58 Aqr	22 31 41.28	-10 54 19.7	6.39	2.2	225	A8III
4	61 Aqr	22 35 48.82	-17 27 37.1	6.39	0.62	465	K4III
4	240 G. Aqr	23 31 01.15	-06 17 16.8	6.39	-2.97	2433	K0
4	67 Aqr	22 43 14.25	-06 57 46.5	6.4	1.14	368	A0Vn
4	248 G. Aqr	23 35 32.07	-07 27 52.1	6.4	0.68	453	G5III:
4	57 G. Aqr	21 17 13.54	-13 16 44.3	6.41	0.05	609	A1V
4	IZ Aqr	21 34 42.76	01 49 45.1	6.41	-1.98	1552	M3
4	152 G. Aqr	22 30 01.39	-12 54 54.4	6.41	1.86	264	F2/F3IV/V
4	213 G. Aqr	23 09 49.53	-14 30 37.9	6.43	1.31	345	A0V
4	236 G. Aqr	23 26 35.44	-21 44 27.0	6.43	1.01	396	K0III
4	18 G. Aqr	20 53 58.37	-06 53 21.9	6.44	2.2	230	F1IV
4	14 Aqr	21 16 17.78	-09 12 52.8	6.45	-2.3	1831	M4III:
4	72 G. Aqr	21 25 51.55	00 32 03.5	6.45	1.75	284	A1IV
4	HD 215114	22 43 03.40	-08 18 41.2	6.45	0.06	617	A5V
4	1 G. Aqr	20 39 05.86	-04 55 46.2	6.46	2.18	234	K0
4	233 G. Aqr	23 24 04.02	-21 46 27.2	6.46	2.48	204	F3IV/V
4	EW Aqr	21 11 41.31	-14 28 20.6	6.47	0.82	439	Fm delta Del
4	55 G. Aqr	21 16 39.46	-01 36 27.8	6.48	-0.59	845	K0
4	34 G. Aqr	21 02 59.62	-00 55 29.1	6.5	-1.75	1455	B6V
4	241 G. Aqr	23 31 31.40	-04 05 13.0	6.5	4.41	86	F8V
4	HD 210277	22 09 29.87	-07 32 55.2	6.63	4.99	69	G0V
4	37 Aqr	22 10 31.74	-10 49 13.7	6.64	0.97	444	K0
4	24 Aqr	21 39 31.39	-00 03 04.1	6.66	3.48	141	F7III
4	HD 212771	22 27 03.07	-17 15 49.2	7.6	2.17	397	G8IV
4	HD 222582	23 41 51.53	-05 59 08.7	7.7	4.59	137	G5
4	HD 220689	23 25 53	-20 36 58	7.77	9999	145	G3V
4	Gliese 884	23 32 49	-16 50 44	7.87	8.34	26.8	K7V
4	HD 215152	22 43 21	-06 24 03	8.13	9999	70	K0
4	HD 206610	21 43 24.90	-07 24 29.7	8.34	2.19	555	K0III
4	Gliese 898	23 00 16.12	-22 31 27.6	8.36	7.68	45.5	K6V
4	104 Aqr B	23 41 46.39	-17 47 00.5	8.52	1.29	911	A6V:
4	Gl 876	22 53 16.73	-14 15 49.3	10.17	11.81	15.3	M3.5V
4	Gl 849	22 09 40.35	-04 38 26.6	10.42	10.7	29	M3.5
4	AE Aqr	20 40 09.16	-00 52 15.0	11.6	6.56	333	K2Ve + pec(e+cont)
4	WASP-47	20 40 09.16	-00 52 15.0	11.9	9999	652	G9V
4	EZ Aqr	22 38 33.62	-15 17 59.2	12.18	14.49	11.3	M5.5Ve-M7e
4	LP 876-10	22 48 04.47	-24 22 07.5	12.62	9999	9999	M4V
4	FO Aqr	22 17 55.43	-08 21 04.6	13.5	9999	9999	9999
5	Altair	19 50 46.68	08 52 02.6	0.76	2.2	17	A7IV-V
5	γ Aql	19 46 15.57	10 36 47.8	2.72	-3.03	460	K3II
5	ζ Aql	19 05 24.61	13 51 49.4	2.99	0.96	83	A0Vn
5	θ Aql	20 11 18.26	-00 49 17.3	3.24	-1.48	287	B9.5III
5	δ Aql	19 25 29.75	03 06 52.5	3.36	2.43	50	F0IV
5	λ Aql	19 06 14.95	-04 52 56.4	3.43	0.51	125	B9Vn
5	β Aql	19 55 18.77	06 24 28.6	3.71	3.03	45	G8IVvar
5	η Aql	19 52 28.36	01 00 20.4	3.87	-3.91	1173	F6Ib-G4Ib
5	ε Aql	18 59 37.39	15 04 06.5	4.02	0.65	154	K2III
5	12 Aql	19 01 40.84	-05 44 20.5	4.02	0.73	149	K1IIIvar
5	71 Aql	20 38 20.27	-01 06 18.3	4.31	-1.04	384	G8III SB
5	ι Aql	19 36 43.28	-01 17 11.6	4.36	-0.51	307	B5III
5	μ Aql	19 34 05.23	07 22 45.5	4.45	1.8	111	K3III
5	ν Aql	19 26 31.09	00 20 18.9	4.64	-8.12	11643	F2Ib
5	ξ Aql	19 54 14.882	08 27 41.23	4.722	9999	204	G9IIIb
5	69 Aql	20 29 38.96	-02 53 07.7	4.91	1.07	191	K2III
5	70 Aql	20 36 43.63	-02 32 59.7	4.91	-4.24	2203	K5II
5	κ Aql	19 36 53.45	-07 01 38.9	4.93	-3.32	1455	B0.5III
5	26 Aql	19 20 32.84	-05 24 57.1	4.98	1.61	154	G8III-IV...
5	4 Aql	18 44 49.93	02 03 36.3	5.02	-0.78	472	B9V
5	36 Aql	19 30 39.82	-02 47 19.9	5.03	-0.91	502	M1IIIvar
5	18 Aql	19 06 58.60	11 04 16.7	5.07	-0.89	507	B8III
5	23 Aql	19 18 32.49	01 05 06.3	5.1	-0.24	381	K2II-IIIvar
5	37 Aql	19 35 07.25	-10 33 37.6	5.12	-0.55	444	G8III
5	ο Aql	19 51 01.50	10 24 57.8	5.12	3.68	63	F8V
5	21 Aql	19 13 42.70	02 17 37.4	5.14	-1.33	640	B8II-IIIp(Hg:)
5	31 Aql	19 24 57.77	11 56 34.3	5.17	4.27	49	G8IVvar
5	σ Aql	19 39 11.64	05 23 52.0	5.18	-1.42	682	B3V + B3V
5	19 Aql	19 08 59.92	06 04 24.2	5.23	2.03	142	F0III-IV
5	11 Aql	18 59 05.73	13 37 21.2	5.27	1.88	155	F8V
5	ω1 Aql	19 17 49.00	11 35 43.4	5.28	-0.28	422	F0IV
5	χ Aql A	19 42 34.01	11 49 35.8	5.28	-1.53	751	F3V:+...
5	φ Aql	19 56 14.23	11 25 25.4	5.28	1.28	206	A1IV
5	132 G. Aql	20 23 10.71	05 20 35.1	5.3	0.91	246	G8III-IV
5	FF Aql	18 58 14.75	17 21 39.4	5.33	-4.07	2470	F5Ia-F8Ia
5	20 Aql	19 12 40.70	-07 56 22.2	5.35	-2.51	1216	B3V
5	51 Aql	19 50 46.80	-10 45 48.9	5.38	3.27	86	F0V
5	14 Aql	19 02 54.49	-03 41 56.4	5.4	-0.53	499	A1V
5	15 Aql	19 04 57.66	-04 01 52.9	5.4	0.41	325	K1III
5	66 Aql	20 13 13.87	-01 00 33.4	5.44	-1.74	888	K5III
5	42 Aql	19 37 47.26	-04 38 51.0	5.45	2.92	105	F3IV
5	27 Aql	19 20 35.68	-00 53 31.8	5.46	-0.51	509	B9III
5	τ Aql	20 04 08.31	07 16 40.6	5.51	-0.53	527	K0III
5	28 Aql	19 19 39.35	12 22 28.7	5.53	0.39	347	F0III
5	9999	19 29 22.12	14 35 45.9	5.57	0.85	286	K0III
5	62 Ser	18 55 27.44	06 36 55.8	5.58	0.81	293	G9III
5	HD 180262	19 15 20.09	15 05 01.2	5.58	-0.79	613	G8II-III
5	22 Aql	19 16 31.02	04 50 05.4	5.59	-0.53	546	A3IV
5	58 Aql	19 54 44.77	00 16 25.2	5.6	0.48	345	A0III
5	V1291 Aql	19 53 18.72	-03 06 52.2	5.63	0.99	277	A5p(Sr-Cr-Eu)
5	45 Aql	19 40 43.31	-00 37 16.7	5.64	0.93	285	A3IV
5	HD 180555	19 16 26.78	14 32 40.6	5.65	0.36	372	B9.5V
5	62 Aql	20 04 23.15	-00 42 32.5	5.67	-0.59	582	K4III
5	π Aql B	19 48 42.10	11 48 55.0	5.7	9999	9999	9999
5	57 Aql A	19 54 37.65	-08 13 38.0	5.7	0.64	335	B7Vn
5	14 Sge	20 03 30.01	16 01 52.6	5.73	-0.72	637	B9MNp...
5	π Aql	19 48 42.05	11 48 57.3	5.75	-0.46	570	F2V:+...
5	9999	19 26 24.13	13 01 25.2	5.76	2.03	182	F6III
5	56 Aql	19 54 08.27	-08 34 27.0	5.76	0.35	394	K5III
5	35 Aql	19 29 00.99	01 57 01.9	5.79	1.94	192	A0V
5	42 G. Aql	19 22 21.51	-00 15 08.2	5.81	0.58	363	G8III:
5	13 G. Aql	19 03 32.24	01 49 08.2	5.82	2.11	180	A4V
5	49 G. Aql	19 28 20.80	02 55 48.2	5.84	-1.65	1025	B6III
5	100 G. Aql	19 59 47.49	-09 57 26.2	5.87	3.92	80	F8V
5	5 Aql	18 46 28.58	-00 57 41.9	5.89	1.4	258	A2m
5	υ Aql	19 45 39.92	07 36 47.4	5.89	2.22	176	A3IV
5	103 G. Aql	20 00 58.97	08 33 28.0	5.9	-1.3	898	K5III
5	10 Aql	18 58 46.92	13 54 24.4	5.91	1.55	242	A4p(Eu-Cr-Sr)
5	64 Aql	20 08 01.75	-00 40 40.9	5.97	2.57	156	K1IV
5	HD 185018	19 36 52.45	11 16 23.5	5.98	-1.74	1140	G0Ib
5	QS Aql	19 41 05.53	13 48 56.5	5.98	-2.54	1646	B5V
5	80 G. Aql	19 49 02.19	-10 52 14.6	6	1.29	285	K5III
5	ω2 Aql	19 19 53.04	11 32 05.7	6.03	1.37	278	A2V
5	131 G. Aql	20 19 43.24	-01 04 42.9	6.05	0.58	405	K0
5	8 Aql	18 51 22.16	-03 19 04.1	6.08	1.44	276	F2III
5	HD 183589	19 30 10.53	02 54 14.7	6.08	-2.46	1663	K5Ib
5	V923 Aql	19 30 33.11	03 26 39.8	6.09	-1.26	962	B5.5IIIpe-B8V
5	R Aql	19 06 22.25	08 13 48.0	6.09	-2.04	1400	M6.5-9e
5	137 G. Aql	20 25 42.53	-02 48 01.0	6.1	-0.6	713	K1III:
5	V500 Aql	19 52 27.98	08 28 41.6	6.1	9999	9999	pec(NOVA) – e+cont
5	85 G. Aql	19 51 11.10	-02 27 39.2	6.12	-0.09	570	K5III
5	68 Aql	20 28 24.89	-03 21 27.9	6.12	-0.04	557	B9V
5	HD 188385	19 54 40.18	07 08 25.3	6.14	1.6	263	A2V
5	HD 194244	20 24 37.49	01 04 06.2	6.14	-0.92	840	B9V
5	HD 187923	19 52 03.64	11 37 44.9	6.16	3.95	90	G0V
5	101 G. Aql	19 59 22.63	01 22 39.1	6.17	-0.69	769	G8III
5	34 G. Aql	19 17 48.18	02 01 54.5	6.19	1.56	275	A1Vn
5	6 G. Aql	18 56 22.66	-01 47 59.3	6.2	0.17	525	B9III
5	145 G. Aql	20 37 18.38	00 05 49.2	6.21	-0.26	643	B8IIIp
5	7 G. Aql	18 58 23.71	06 14 24.7	6.22	2.45	185	F5IV
5	4 G. Aql	18 49 37.18	00 50 10.4	6.24	0.01	575	A1V
5	12 G. Aql	19 02 21.56	08 22 24.7	6.25	-0.83	849	K2III
5	52 G. Aql	19 29 18.02	00 14 46.0	6.25	-0.08	603	K2
5	ψ Aql	19 44 34.19	13 18 10.1	6.25	-0.72	809	B9III-IV
5	88 G. Aql	19 51 17.73	09 37 47.8	6.25	0.92	380	A1m
5	HD 191984	20 12 35.12	00 52 01.6	6.25	-0.08	603	A0
5	37 G. Aql	19 18 52.75	09 37 05.4	6.31	0.31	517	G9III
5	43 G. Aql	19 23 04.44	-07 24 02.0	6.31	0.41	493	K0
5	HD 183144	19 27 33.90	14 16 57.0	6.31	-0.73	834	B4III
5	71 G. Aql	19 42 02.90	-09 11 36.4	6.31	1.26	334	K2
5	60 G. Aql	19 35 29.79	-07 27 36.7	6.32	1.13	355	K0
5	46 Aql	19 42 12.81	12 11 35.8	6.33	-0.39	720	B9III
5	25 G. Aql	19 09 51.59	-00 25 41.2	6.34	-0.8	874	B5Vn
5	44 G. Aql	19 22 48.35	09 54 46.4	6.34	3.58	116	F6V
5	9999	20 08 38.28	10 43 33.1	6.34	-2.42	1842	B3IV
5	V450 Aql	19 33 46.03	05 27 56.8	6.35	-0.75	858	M5III-M8III
5	67 G. Aql	19 38 48.99	03 22 53.5	6.36	9999	9999	B3III
5	HD 174569	18 50 45.55	10 58 35.0	6.37	-2.41	1863	K5III+...
5	U Aql	19 29 21.36	-07 02 38.6	6.37	-2.07	1590	F5-G1I-II
5	61 G. Aql	19 35 25.13	02 54 48.5	6.37	3.25	137	F6IV
5	9999	19 36 15.68	14 23 28.2	6.37	1.19	354	K0II-III
5	V1472 Aql	20 05 26.53	15 30 01.3	6.37	-0.44	749	M2 comp
5	V1401 Aql	20 05 05.42	-11 35 57.8	6.38	-1.58	1273	F1III
5	24 Aql	19 18 50.93	00 20 20.4	6.4	0.52	488	K0II-III:..
5	136 G. Aql	20 24 41.75	01 22 07.0	6.41	-0.71	865	K5
5	75 G. Aql	19 44 41.27	08 43 35.7	6.43	1	398	K0
5	HD 191104	20 07 50.34	09 23 59.1	6.43	3.25	141	F3V
5	9999	19 48 30.51	10 41 38.8	6.44	-2.22	1762	F8Ib-II
5	HD 192699	20 16 06.03	04 34 51.3	6.44	2.3	220	G8IV
5	HD 179791	19 13 44.02	05 30 56.3	6.47	0.15	598	A3V
5	77 G. Aql	19 45 52.23	-02 53 00.4	6.47	-1.14	1087	B3III
5	87 G. Aql	19 51 26.84	04 05 19.1	6.47	9999	9999	K0...
5	110 G. Aql	20 06 12.19	-04 04 41.2	6.47	1.37	341	K0
5	122 G. Aql	20 13 04.43	-00 19 50.9	6.47	-1.94	1567	K5
5	142 G. Aql	20 32 20.40	02 07 58.1	6.47	-1.23	1132	K2
5	V1339 Aql	19 50 17.48	07 54 08.7	6.49	-1.9	1552	B2.5IVe
5	57 Aql B	19 54 38.06	-08 14 13.1	6.49	1.27	361	B8V
5	HD 188405	19 55 19.49	-06 44 04.7	6.49	1.83	279	F2V
5	V1691 Aql	19 25 01.51	-04 53 04.4	6.5	1.48	329	A9V
5	V Aql	19 04 24.15	-05 41 05.4	6.78	-1.36	1207	C5,4 – C6,4(N6)
5	TT Aql	19 08 13.75	01 17 55.2	7.1	-4.84	7951	F6-G5
5	V604 Aql	19 02 6.33	-04 26 43.2	7.6	9999	9999	pec(NOVA) – e+cont
5	HD 183263	19 28 24.57	08 21 29.0	7.86	4.25	172	G2IV
5	HD 179079	19 11 09.83	-02 38 18.2	7.96	3.94	208	G5IV
5	V1703 Aql	20 13 59.85	-00 52 00.8	8.1	6.61	65	K2V
5	Gliese 726	18 47 27	-03 38 23	8.7	8.17	46.07	K5V
5	V1494 Aql	19 23 5.38	04 57 20.1	8.8	9999	9999	pec(NOVA) – e+cont
5	HAT-P-41	19 49 17.0	04 40 21	11.09	9999	1014	9999
5	V603 Aql	18 48 54.64	00 35 02.9	11.64	4.76	776	pec(NOVA) – e+cont
5	WASP-80	20 12 40.0	-02 08 44	11.88	9999	196	9999
5	χ Aql B	19 42 37.90	11 50 31.0	12.3	9999	800	G0:+A3V
5	COROT-2	19 27 07	01 23 02	12.57	9999	930	G7V
5	COROT-3	19 28 13.27	00 07 18.6	13.3	9999	2200	F3V
5	COROT-8	19 26 21.24	01 25 35.2	14.8	6.89	1250	K1V
5	COROT-10	19 24 15.30	00 44 46.0	15.22	7.53	1130	K1V
5	VB 10	19 16 57.62	05 09 02.2	17.3	18.47	19	M8V
6	β Ara	17 25 18.00	-55 31 47.4	2.84	-3.49	603	K3Ib-II
6	α Ara	17 31 50.52	-49 52 33.5	2.84	-1.51	242	B2Vne
6	ζ Ara	16 58 37.23	-55 59 24.2	3.12	-3.11	574	K5III
6	γ Ara	17 25 23.66	-56 22 39.7	3.31	-4.4	1136	B1Ib
6	δ Ara	17 31 05.98	-60 41 01.0	3.6	-0.19	187	B8V
6	θ Ara	18 06 37.88	-50 05 29.2	3.65	-3.81	1012	B2Ib
6	η Ara	16 49 47.11	-59 02 28.7	3.77	-1.14	313	K5III
6	ε1 Ara	16 59 35.05	-53 09 37.8	4.06	-0.79	304	K4III
6	σ Ara	17 35 39.61	-46 30 20.1	4.56	-0.8	385	A0V
6	λ Ara	17 40 23.73	-49 24 54.6	4.76	3.06	71	F3IV
6	μ Ara	17 44 08.72	-51 50 00.9	5.12	4.2	50	G3IV-V
6	κ Ara	17 26 00.03	-50 38 00.7	5.19	-0.24	398	K1III
6	ι Ara	17 23 16.08	-47 28 05.4	5.21	-1.51	721	B2IIIne
6	π Ara	17 38 05.57	-54 30 00.3	5.25	2.12	137	A7V
6	ε2 Ara	17 03 08.71	-53 14 11.9	5.27	3.17	86	F6V
6	HD 157661	17 26 51.98	-45 50 34.7	5.28	-1.04	599	B8V
6	41 G. Ara	17 19 02.95	-46 38 11.4	5.47	5.75	29	G8V
6	ρ2	16 58 17.95	-50 38 27.9	5.53	-0.5	523	B9IV
6	HD 150898	16 47 19.66	-58 20 29.0	5.55	-3.48	2090	B0Iab
6	HD 150168	16 41 40.23	-49 39 05.6	5.62	-4.38	3260	B1II
6	HD 153053	17 00 06.29	-54 35 49.2	5.64	2.12	165	A3V
6	HD 150136	16 41 20.42	-48 45 46.7	5.65	9999	9999	O3.5If*+O6V
6	V539 Ara	17 50 28.39	-53 36 44.6	5.68	-1.33	823	B2V + B3V
6	HD 156838	17 24 01.08	-62 51 50.9	5.69	-2.82	1638	B2IV
6	HD 157753	17 27 57.62	-52 17 49.3	5.72	0.81	312	K2III
6	HD 153716	17 04 24.73	-57 42 43.6	5.73	-1	723	B5IV
6	HD 150745	16 46 21.23	-58 30 12.8	5.74	-1.31	838	B2IV-V
6	HD 156854	17 23 07.11	-56 31 32.0	5.76	0.27	409	G8/K0III
6	HD 156942	17 24 18.80	-60 40 25.6	5.76	-0.92	706	B8Ib/II
6	HD 160263	17 41 16.23	-46 55 18.5	5.78	-0.75	660	A0V
6	HD 156768	17 22 55.23	-58 00 37.0	5.86	-1.05	786	G8Ib/II
6	HD 154903	17 13 18.11	-67 11 46.9	5.87	0.87	327	K0III-IV
6	HD 159463	17 37 27.31	-50 03 34.1	5.89	0.76	346	K0III-IV
6	HD 157662	17 27 12.46	-50 37 49.3	5.9	-2.65	1672	B9II
6	HD 151967	16 54 00.40	-57 54 33.2	5.91	-0.71	688	M0III
6	HD 156091	17 19 12.51	-59 41 40.5	5.93	-3.06	2050	K2IIICN...
6	HD 157819	17 28 38.91	-55 10 10.8	5.93	-1.27	898	G8II/III
6	HD 152527	16 56 28.80	-52 17 01.1	5.94	1.01	315	A0III
6	V854 Ara	17 11 38.67	-48 52 24.2	5.94	-1.09	830	M1/M2III
6	V862 Ara	17 31 23.28	-56 55 15.47	5.95	9999	2146	B7II-III
6	HD 150576	16 44 39.75	-53 09 08.2	5.96	-0.66	688	G8III
6	HD 153221	17 00 26.98	-48 38 51.2	5.98	0.6	389	G5IV
6	HD 152082	16 55 24.68	-63 16 10.7	5.99	0.3	448	A0III
6	HD 158476	17 31 49.10	-46 02 12.4	6.04	-2.91	2012	F8/G0Ib
6	HD 153791	17 03 41.68	-47 09 38.1	6.07	-0.33	620	A2/A3V
6	HR 6384	17 14 13.40	-56 53 18.6	6.08	-1.9	1283	M1/2II/III+A
6	HD 159018	17 35 19.91	-53 21 10.4	6.09	-1.5	1072	B9III
6	HD 161420	17 48 38.08	-55 24 06.6	6.09	2.55	166	A9IV
6	ν2 Ara	17 51 11.03	-53 07 49.0	6.09	0.13	508	B9.5III/IV
6	HD 162123	17 51 44.55	-45 36 02.5	6.09	-0.51	682	G6III
6	HD 165493	18 08 30.11	-45 46 01.1	6.13	-0.86	815	B7/B8II
6	HD 149485	16 38 52.71	-60 59 25.1	6.16	0.08	537	B8Vn
6	HD 149837	16 40 50.41	-60 26 46.6	6.17	3.73	100	F2III-IV
6	HD 157599	17 26 56.35	-51 56 55.6	6.17	0.26	495	B8/B9V
6	HD 150421	16 43 03.57	-46 04 13.0	6.22	9999	9999	F5Iab
6	HD 157524	17 28 07.88	-63 02 10.3	6.22	-0.68	782	B7/B8V
6	V828 Ara	17 01 47.39	-58 57 29.6	6.26	-2.96	2280	B2IVne
6	HD 158895	17 35 35.00	-59 50 45.9	6.26	-1.9	1399	B5II/III
6	HD 163071	17 57 42.74	-56 53 46.4	6.26	-1.74	1299	B4III
6	HD 156331	17 19 30.51	-50 03 49.3	6.27	2.54	182	F2III
6	V626 Ara	17 42 03.62	-50 30 38.4	6.28	-2.01	1482	M3III
6	V872 Ara	16 40 44.39	-51 28 42.9	6.3	2.86	159	A9V
6	ρ1 Ara	16 56 08.85	-50 40 29.2	6.3	-0.51	751	B3Vnpe
6	HD 158907	17 34 16.89	-48 31 36.8	6.32	0.52	470	G6/G8III
6	HD 154555	17 10 06.28	-61 40 31.6	6.37	-1.87	1449	B8II/III
6	HD 153201	17 01 07.03	-56 33 18.1	6.4	-1.4	1181	Ap...
6	HD 153370	17 01 46.36	-51 07 51.3	6.43	1.45	323	A7V
6	HD 151566	16 50 36.09	-50 02 41.8	6.45	2.07	245	A5+...
6	HD 164896	18 06 09.21	-51 44 38.0	6.46	-1.89	1523	A2III
6	HD 150897	16 46 06.38	-46 31 54.9	6.47	0.78	448	A1V
6	HD 152220	16 54 31.55	-49 42 38.8	6.49	-1.68	1405	K1II
